ACCESSION,DISPLAY_NAME,FILENAME,ASM_NAME,ASM_LENGTH,TOTAL_PROTEIN,NCBI_TAXID,phylum,subphylum,class,subclass,order,family,genus,species,TOTAL_IDP
GCA_000977025.2,Saccharomyces cerevisiae YJM1304 (GCA_000977025),Saccharomyces_cerevisiae_yjm1304_gca_000977025.Sc_YJM1304_v1,Sc_YJM1304_v1,12366541,5378,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2006
GCA_000977055.3,Saccharomyces cerevisiae YJM1307 (GCA_000977055),Saccharomyces_cerevisiae_yjm1307_gca_000977055.Sc_YJM1307_v1,Sc_YJM1307_v1,13062494,5407,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2005
GCA_000977085.2,Saccharomyces cerevisiae YJM1311 (GCA_000977085),Saccharomyces_cerevisiae_yjm1311_gca_000977085.Sc_YJM1311_v1,Sc_YJM1311_v1,12549219,5432,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2024
GCA_000977115.3,Saccharomyces cerevisiae YJM1326 (GCA_000977115),Saccharomyces_cerevisiae_yjm1326_gca_000977115.Sc_YJM1326_v1,Sc_YJM1326_v1,12406498,5424,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2014
GCA_000977145.2,Saccharomyces cerevisiae YJM1332 (GCA_000977145),Saccharomyces_cerevisiae_yjm1332_gca_000977145.Sc_YJM1332_v1,Sc_YJM1332_v1,12267341,5462,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2034
GCA_000977175.3,Saccharomyces cerevisiae YJM1336 (GCA_000977175),Saccharomyces_cerevisiae_yjm1336_gca_000977175.Sc_YJM1336_v1,Sc_YJM1336_v1,12929154,5417,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2010
GCA_000977205.2,Saccharomyces cerevisiae YJM1338 (GCA_000977205),Saccharomyces_cerevisiae_yjm1338_gca_000977205.Sc_YJM1338_v1,Sc_YJM1338_v1,12218554,5415,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2020
GCA_000977235.2,Saccharomyces cerevisiae YJM1341 (GCA_000977235),Saccharomyces_cerevisiae_yjm1341_gca_000977235.Sc_YJM1341_v1,Sc_YJM1341_v1,12525096,5442,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2021
GCA_000977265.3,Saccharomyces cerevisiae YJM1342 (GCA_000977265),Saccharomyces_cerevisiae_yjm1342_gca_000977265.Sc_YJM1342_v1,Sc_YJM1342_v1,12622633,5406,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2021
GCA_000977295.2,Saccharomyces cerevisiae YJM1355 (GCA_000977295),Saccharomyces_cerevisiae_yjm1355_gca_000977295.Sc_YJM1355_v1,Sc_YJM1355_v1,12942988,5367,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2005
GCA_000977325.2,Saccharomyces cerevisiae YJM1356 (GCA_000977325),Saccharomyces_cerevisiae_yjm1356_gca_000977325.Sc_YJM1356_v1,Sc_YJM1356_v1,12572529,5459,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2026
GCA_000977355.3,Saccharomyces cerevisiae YJM1381 (GCA_000977355),Saccharomyces_cerevisiae_yjm1381_gca_000977355.Sc_YJM1381_v1,Sc_YJM1381_v1,12406193,5466,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2031
GCA_000977385.2,Saccharomyces cerevisiae YJM1383 (GCA_000977385),Saccharomyces_cerevisiae_yjm1383_gca_000977385.Sc_YJM1383_v1,Sc_YJM1383_v1,12586117,5424,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2017
GCA_000977415.2,Saccharomyces cerevisiae YJM1385 (GCA_000977415),Saccharomyces_cerevisiae_yjm1385_gca_000977415.Sc_YJM1385_v1,Sc_YJM1385_v1,12920501,5435,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2029
GCA_000977445.2,Saccharomyces cerevisiae YJM1386 (GCA_000977445),Saccharomyces_cerevisiae_yjm1386_gca_000977445.Sc_YJM1386_v1,Sc_YJM1386_v1,12615516,5373,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2005
GCA_000977475.3,Saccharomyces cerevisiae YJM1387 (GCA_000977475),Saccharomyces_cerevisiae_yjm1387_gca_000977475.Sc_YJM1387_v1,Sc_YJM1387_v1,12821180,5448,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2034
GCA_000977505.2,Saccharomyces cerevisiae YJM1388 (GCA_000977505),Saccharomyces_cerevisiae_yjm1388_gca_000977505.Sc_YJM1388_v1,Sc_YJM1388_v1,12522065,5396,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2014
GCA_000977535.2,Saccharomyces cerevisiae YJM1389 (GCA_000977535),Saccharomyces_cerevisiae_yjm1389_gca_000977535.Sc_YJM1389_v1,Sc_YJM1389_v1,12252828,5381,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2014
GCA_000977565.2,Saccharomyces cerevisiae YJM1399 (GCA_000977565),Saccharomyces_cerevisiae_yjm1399_gca_000977565.Sc_YJM1399_v1,Sc_YJM1399_v1,12509367,5224,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1957
GCA_000977595.2,Saccharomyces cerevisiae YJM1400 (GCA_000977595),Saccharomyces_cerevisiae_yjm1400_gca_000977595.Sc_YJM1400_v1,Sc_YJM1400_v1,12357486,5411,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2028
GCA_000977625.2,Saccharomyces cerevisiae YJM1401 (GCA_000977625),Saccharomyces_cerevisiae_yjm1401_gca_000977625.Sc_YJM1401_v1,Sc_YJM1401_v1,12168622,5360,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2009
GCA_000977655.2,Saccharomyces cerevisiae YJM1402 (GCA_000977655),Saccharomyces_cerevisiae_yjm1402_gca_000977655.Sc_YJM1402_v1,Sc_YJM1402_v1,12565454,5447,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2034
GCA_000977685.2,Saccharomyces cerevisiae YJM1415 (GCA_000977685),Saccharomyces_cerevisiae_yjm1415_gca_000977685.Sc_YJM1415_v1,Sc_YJM1415_v1,12934102,5468,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2023
GCA_000977715.4,Saccharomyces cerevisiae YJM1417 (GCA_000977715),Saccharomyces_cerevisiae_yjm1417_gca_000977715.Sc_YJM1417_v1,Sc_YJM1417_v1,12702987,5437,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2018
GCA_000977745.2,Saccharomyces cerevisiae YJM1418 (GCA_000977745),Saccharomyces_cerevisiae_yjm1418_gca_000977745.Sc_YJM1418_v1,Sc_YJM1418_v1,12446333,5421,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2031
GCA_000977775.3,Saccharomyces cerevisiae YJM1419 (GCA_000977775),Saccharomyces_cerevisiae_yjm1419_gca_000977775.Sc_YJM1419_v1,Sc_YJM1419_v1,13538439,5405,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2009
GCA_000977805.2,Saccharomyces cerevisiae YJM1433 (GCA_000977805),Saccharomyces_cerevisiae_yjm1433_gca_000977805.Sc_YJM1433_v1,Sc_YJM1433_v1,12525631,5374,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2002
GCA_000977835.2,Saccharomyces cerevisiae YJM1434 (GCA_000977835),Saccharomyces_cerevisiae_yjm1434_gca_000977835.Sc_YJM1434_v1,Sc_YJM1434_v1,12547932,5462,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2050
GCA_000977865.2,Saccharomyces cerevisiae YJM1439 (GCA_000977865),Saccharomyces_cerevisiae_yjm1439_gca_000977865.Sc_YJM1439_v1,Sc_YJM1439_v1,12928117,5371,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2016
GCA_000977895.2,Saccharomyces cerevisiae YJM1443 (GCA_000977895),Saccharomyces_cerevisiae_yjm1443_gca_000977895.Sc_YJM1443_v1,Sc_YJM1443_v1,12045758,5275,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1980
GCA_000977925.2,Saccharomyces cerevisiae YJM1444 (GCA_000977925),Saccharomyces_cerevisiae_yjm1444_gca_000977925.Sc_YJM1444_v1,Sc_YJM1444_v1,12263520,5361,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2002
GCA_000977955.2,Saccharomyces cerevisiae YJM1447 (GCA_000977955),Saccharomyces_cerevisiae_yjm1447_gca_000977955.Sc_YJM1447_v1,Sc_YJM1447_v1,12216253,5203,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1940
GCA_000977985.2,Saccharomyces cerevisiae YJM1450 (GCA_000977985),Saccharomyces_cerevisiae_yjm1450_gca_000977985.Sc_YJM1450_v1,Sc_YJM1450_v1,12844870,5372,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2003
GCA_000978015.2,Saccharomyces cerevisiae YJM1460 (GCA_000978015),Saccharomyces_cerevisiae_yjm1460_gca_000978015.Sc_YJM1460_v1,Sc_YJM1460_v1,12656855,5376,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2007
GCA_000978045.2,Saccharomyces cerevisiae YJM1463 (GCA_000978045),Saccharomyces_cerevisiae_yjm1463_gca_000978045.Sc_YJM1463_v1,Sc_YJM1463_v1,13389768,5366,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2002
GCA_000978075.3,Saccharomyces cerevisiae YJM1477 (GCA_000978075),Saccharomyces_cerevisiae_yjm1477_gca_000978075.Sc_YJM1477_v1,Sc_YJM1477_v1,12184854,5426,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2011
GCA_000978105.2,Saccharomyces cerevisiae YJM1478 (GCA_000978105),Saccharomyces_cerevisiae_yjm1478_gca_000978105.Sc_YJM1478_v1,Sc_YJM1478_v1,12703465,5411,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2006
GCA_000978135.2,Saccharomyces cerevisiae YJM1479 (GCA_000978135),Saccharomyces_cerevisiae_yjm1479_gca_000978135.Sc_YJM1479_v1,Sc_YJM1479_v1,12426604,5408,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2026
GCA_000978165.2,Saccharomyces cerevisiae YJM1526 (GCA_000978165),Saccharomyces_cerevisiae_yjm1526_gca_000978165.Sc_YJM1526_v1,Sc_YJM1526_v1,12527358,5359,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1977
GCA_000978195.2,Saccharomyces cerevisiae YJM1527 (GCA_000978195),Saccharomyces_cerevisiae_yjm1527_gca_000978195.Sc_YJM1527_v1,Sc_YJM1527_v1,12714615,5395,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2009
GCA_000978225.2,Saccharomyces cerevisiae YJM1549 (GCA_000978225),Saccharomyces_cerevisiae_yjm1549_gca_000978225.Sc_YJM1549_v1,Sc_YJM1549_v1,13216579,5449,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2032
GCA_000978255.2,Saccharomyces cerevisiae YJM1573 (GCA_000978255),Saccharomyces_cerevisiae_yjm1573_gca_000978255.Sc_YJM1573_v1,Sc_YJM1573_v1,12240901,5446,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2031
GCA_000978285.2,Saccharomyces cerevisiae YJM1574 (GCA_000978285),Saccharomyces_cerevisiae_yjm1574_gca_000978285.Sc_YJM1574_v1,Sc_YJM1574_v1,12287054,5353,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1992
GCA_000978315.2,Saccharomyces cerevisiae YJM1592 (GCA_000978315),Saccharomyces_cerevisiae_yjm1592_gca_000978315.Sc_YJM1592_v1,Sc_YJM1592_v1,12322669,5389,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2023
GCA_000978345.2,Saccharomyces cerevisiae YJM1615 (GCA_000978345),Saccharomyces_cerevisiae_yjm1615_gca_000978345.Sc_YJM1615_v1,Sc_YJM1615_v1,12704695,5408,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2020
GCA_000975735.4,Saccharomyces cerevisiae YJM189 (GCA_000975735),Saccharomyces_cerevisiae_yjm189_gca_000975735.Sc_YJM189_v1,Sc_YJM189_v1,12261388,5434,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2020
GCA_000975765.2,Saccharomyces cerevisiae YJM193 (GCA_000975765),Saccharomyces_cerevisiae_yjm193_gca_000975765.Sc_YJM193_v1,Sc_YJM193_v1,13007824,5406,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2001
GCA_000975585.2,Saccharomyces cerevisiae YJM195 (GCA_000975585),Saccharomyces_cerevisiae_yjm195_gca_000975585.Sc_YJM195_v1,Sc_YJM195_v1,12752445,5369,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2032
GCA_000975615.2,Saccharomyces cerevisiae YJM244 (GCA_000975615),Saccharomyces_cerevisiae_yjm244_gca_000975615.Sc_YJM244_v1,Sc_YJM244_v1,12857578,5326,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1975
GCA_000975795.2,Saccharomyces cerevisiae YJM248 (GCA_000975795),Saccharomyces_cerevisiae_yjm248_gca_000975795.Sc_YJM248_v1,Sc_YJM248_v1,12112588,5388,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1989
GCA_000975825.2,Saccharomyces cerevisiae YJM270 (GCA_000975825),Saccharomyces_cerevisiae_yjm270_gca_000975825.Sc_YJM270_v1,Sc_YJM270_v1,12365231,5425,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2026
GCA_000975855.3,Saccharomyces cerevisiae YJM271 (GCA_000975855),Saccharomyces_cerevisiae_yjm271_gca_000975855.Sc_YJM271_v1,Sc_YJM271_v1,13421047,5364,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1981
GCA_000975885.2,Saccharomyces cerevisiae YJM320 (GCA_000975885),Saccharomyces_cerevisiae_yjm320_gca_000975885.Sc_YJM320_v1,Sc_YJM320_v1,13476050,5384,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2000
GCA_000975915.2,Saccharomyces cerevisiae YJM326 (GCA_000975915),Saccharomyces_cerevisiae_yjm326_gca_000975915.Sc_YJM326_v1,Sc_YJM326_v1,12350834,5410,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2015
GCA_000975945.2,Saccharomyces cerevisiae YJM428 (GCA_000975945),Saccharomyces_cerevisiae_yjm428_gca_000975945.Sc_YJM428_v1,Sc_YJM428_v1,12272595,5400,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2005
GCA_000975975.3,Saccharomyces cerevisiae YJM450 (GCA_000975975),Saccharomyces_cerevisiae_yjm450_gca_000975975.Sc_YJM450_v1,Sc_YJM450_v1,12388781,5428,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2026
GCA_000976005.2,Saccharomyces cerevisiae YJM451 (GCA_000976005),Saccharomyces_cerevisiae_yjm451_gca_000976005.Sc_YJM451_v1,Sc_YJM451_v1,12152459,5401,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2020
GCA_000976035.2,Saccharomyces cerevisiae YJM453 (GCA_000976035),Saccharomyces_cerevisiae_yjm453_gca_000976035.Sc_YJM453_v1,Sc_YJM453_v1,12710581,5387,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2001
GCA_000976065.2,Saccharomyces cerevisiae YJM456 (GCA_000976065),Saccharomyces_cerevisiae_yjm456_gca_000976065.Sc_YJM456_v1,Sc_YJM456_v1,12274473,5470,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2050
GCA_000976095.2,Saccharomyces cerevisiae YJM470 (GCA_000976095),Saccharomyces_cerevisiae_yjm470_gca_000976095.Sc_YJM470_v1,Sc_YJM470_v1,12558521,5387,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2011
GCA_000976125.2,Saccharomyces cerevisiae YJM541 (GCA_000976125),Saccharomyces_cerevisiae_yjm541_gca_000976125.Sc_YJM541_v1,Sc_YJM541_v1,12966586,5395,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2013
GCA_000976155.4,Saccharomyces cerevisiae YJM554 (GCA_000976155),Saccharomyces_cerevisiae_yjm554_gca_000976155.Sc_YJM554_v1,Sc_YJM554_v1,13019771,5356,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1994
GCA_000976185.2,Saccharomyces cerevisiae YJM555 (GCA_000976185),Saccharomyces_cerevisiae_yjm555_gca_000976185.Sc_YJM555_v1,Sc_YJM555_v1,13295509,5451,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2034
GCA_000976215.2,Saccharomyces cerevisiae YJM627 (GCA_000976215),Saccharomyces_cerevisiae_yjm627_gca_000976215.Sc_YJM627_v1,Sc_YJM627_v1,12581076,5396,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2031
GCA_000976245.2,Saccharomyces cerevisiae YJM681 (GCA_000976245),Saccharomyces_cerevisiae_yjm681_gca_000976245.Sc_YJM681_v1,Sc_YJM681_v1,12343081,5390,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2015
GCA_000976275.4,Saccharomyces cerevisiae YJM682 (GCA_000976275),Saccharomyces_cerevisiae_yjm682_gca_000976275.Sc_YJM682_v1,Sc_YJM682_v1,12274601,5439,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2037
GCA_000976305.2,Saccharomyces cerevisiae YJM683 (GCA_000976305),Saccharomyces_cerevisiae_yjm683_gca_000976305.Sc_YJM683_v1,Sc_YJM683_v1,12427807,5458,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2032
GCA_000976335.2,Saccharomyces cerevisiae YJM689 (GCA_000976335),Saccharomyces_cerevisiae_yjm689_gca_000976335.Sc_YJM689_v1,Sc_YJM689_v1,12197717,5387,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1997
GCA_000976365.2,Saccharomyces cerevisiae YJM693 (GCA_000976365),Saccharomyces_cerevisiae_yjm693_gca_000976365.Sc_YJM693_v1,Sc_YJM693_v1,13120119,5368,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1996
GCA_000181435.1,Saccharomyces cerevisiae YJM789 (GCA_000181435),Saccharomyces_cerevisiae_yjm789_gca_000181435.ASM18143v1,ASM18143v1,11990995,5902,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2157
GCA_000976395.2,Saccharomyces cerevisiae YJM969 (GCA_000976395),Saccharomyces_cerevisiae_yjm969_gca_000976395.Sc_YJM969_v1,Sc_YJM969_v1,12358987,5442,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2022
GCA_000976425.2,Saccharomyces cerevisiae YJM972 (GCA_000976425),Saccharomyces_cerevisiae_yjm972_gca_000976425.Sc_YJM972_v1,Sc_YJM972_v1,12962888,5433,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2013
GCA_000976455.3,Saccharomyces cerevisiae YJM975 (GCA_000976455),Saccharomyces_cerevisiae_yjm975_gca_000976455.Sc_YJM975_v1,Sc_YJM975_v1,12221792,5427,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2015
GCA_000976485.2,Saccharomyces cerevisiae YJM978 (GCA_000976485),Saccharomyces_cerevisiae_yjm978_gca_000976485.Sc_YJM978_v1,Sc_YJM978_v1,12489210,5442,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2020
GCA_000976515.2,Saccharomyces cerevisiae YJM981 (GCA_000976515),Saccharomyces_cerevisiae_yjm981_gca_000976515.Sc_YJM981_v1,Sc_YJM981_v1,12897170,5470,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2031
GCA_000976545.2,Saccharomyces cerevisiae YJM984 (GCA_000976545),Saccharomyces_cerevisiae_yjm984_gca_000976545.Sc_YJM984_v1,Sc_YJM984_v1,13062589,5419,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2008
GCA_000976575.4,Saccharomyces cerevisiae YJM987 (GCA_000976575),Saccharomyces_cerevisiae_yjm987_gca_000976575.Sc_YJM987_v1,Sc_YJM987_v1,12973090,5476,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2027
GCA_000976605.3,Saccharomyces cerevisiae YJM990 (GCA_000976605),Saccharomyces_cerevisiae_yjm990_gca_000976605.Sc_YJM990_v1,Sc_YJM990_v1,12196451,5379,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1985
GCA_000662435.2,Saccharomyces cerevisiae YJM993 (GCA_000662435),Saccharomyces_cerevisiae_yjm993_gca_000662435.Sc_YJM993_v1,Sc_YJM993_v1,12498316,5467,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2029
GCA_000976665.2,Saccharomyces cerevisiae YJM996 (GCA_000976665),Saccharomyces_cerevisiae_yjm996_gca_000976665.Sc_YJM996_v1,Sc_YJM996_v1,12695825,5473,4932,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,2034
GCA_001298625.1,Saccharomyces eubayanus str. FM1318 (GCA_001298625),Saccharomyces_eubayanus_gca_001298625.SEUB3.0,SEUB3.0,11734173,5379,1080349,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces eubayanus,2096
