ACCESSION,SPECIES,ASM_NAME,NCBI_TAXID,ASM_LENGTH,TOTAL_PROTEIN,DNA_URL,PEP_URL,FILENAME,phylum,subphylum,class,subclass,order,family,genus,TOTAL_IDP,NAME
GCA_000978195.2,Saccharomyces cerevisiae YJM1527 (GCA_000978195),Sc_YJM1527_v1,4932,12714615,5395,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1527_gca_000978195/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1527_gca_000978195/pep,Saccharomyces_cerevisiae_yjm1527_gca_000978195.Sc_YJM1527_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2009,Saccharomyces_cerevisiae
GCA_000978225.2,Saccharomyces cerevisiae YJM1549 (GCA_000978225),Sc_YJM1549_v1,4932,13216579,5449,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1549_gca_000978225/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1549_gca_000978225/pep,Saccharomyces_cerevisiae_yjm1549_gca_000978225.Sc_YJM1549_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2032,Saccharomyces_cerevisiae
GCA_000978255.2,Saccharomyces cerevisiae YJM1573 (GCA_000978255),Sc_YJM1573_v1,4932,12240901,5446,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1573_gca_000978255/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1573_gca_000978255/pep,Saccharomyces_cerevisiae_yjm1573_gca_000978255.Sc_YJM1573_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2031,Saccharomyces_cerevisiae
GCA_000978285.2,Saccharomyces cerevisiae YJM1574 (GCA_000978285),Sc_YJM1574_v1,4932,12287054,5353,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1574_gca_000978285/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1574_gca_000978285/pep,Saccharomyces_cerevisiae_yjm1574_gca_000978285.Sc_YJM1574_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,1992,Saccharomyces_cerevisiae
GCA_000978315.2,Saccharomyces cerevisiae YJM1592 (GCA_000978315),Sc_YJM1592_v1,4932,12322669,5389,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm1592_gca_000978315/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm1592_gca_000978315/pep,Saccharomyces_cerevisiae_yjm1592_gca_000978315.Sc_YJM1592_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2023,Saccharomyces_cerevisiae
GCA_000978345.2,Saccharomyces cerevisiae YJM1615 (GCA_000978345),Sc_YJM1615_v1,4932,12704695,5408,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1615_gca_000978345/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1615_gca_000978345/pep,Saccharomyces_cerevisiae_yjm1615_gca_000978345.Sc_YJM1615_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2020,Saccharomyces_cerevisiae
GCA_000975735.4,Saccharomyces cerevisiae YJM189 (GCA_000975735),Sc_YJM189_v1,4932,12261388,5434,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm189_gca_000975735/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm189_gca_000975735/pep,Saccharomyces_cerevisiae_yjm189_gca_000975735.Sc_YJM189_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2020,Saccharomyces_cerevisiae
GCA_000975765.2,Saccharomyces cerevisiae YJM193 (GCA_000975765),Sc_YJM193_v1,4932,13007824,5406,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm193_gca_000975765/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm193_gca_000975765/pep,Saccharomyces_cerevisiae_yjm193_gca_000975765.Sc_YJM193_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2001,Saccharomyces_cerevisiae
GCA_000975585.2,Saccharomyces cerevisiae YJM195 (GCA_000975585),Sc_YJM195_v1,4932,12752445,5369,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm195_gca_000975585/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm195_gca_000975585/pep,Saccharomyces_cerevisiae_yjm195_gca_000975585.Sc_YJM195_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2032,Saccharomyces_cerevisiae
GCA_000975615.2,Saccharomyces cerevisiae YJM244 (GCA_000975615),Sc_YJM244_v1,4932,12857578,5326,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm244_gca_000975615/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm244_gca_000975615/pep,Saccharomyces_cerevisiae_yjm244_gca_000975615.Sc_YJM244_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,1975,Saccharomyces_cerevisiae
GCA_000975795.2,Saccharomyces cerevisiae YJM248 (GCA_000975795),Sc_YJM248_v1,4932,12112588,5388,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm248_gca_000975795/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm248_gca_000975795/pep,Saccharomyces_cerevisiae_yjm248_gca_000975795.Sc_YJM248_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,1989,Saccharomyces_cerevisiae
GCA_000975825.2,Saccharomyces cerevisiae YJM270 (GCA_000975825),Sc_YJM270_v1,4932,12365231,5425,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm270_gca_000975825/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm270_gca_000975825/pep,Saccharomyces_cerevisiae_yjm270_gca_000975825.Sc_YJM270_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2026,Saccharomyces_cerevisiae
GCA_000975855.3,Saccharomyces cerevisiae YJM271 (GCA_000975855),Sc_YJM271_v1,4932,13421047,5364,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm271_gca_000975855/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm271_gca_000975855/pep,Saccharomyces_cerevisiae_yjm271_gca_000975855.Sc_YJM271_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,1981,Saccharomyces_cerevisiae
GCA_000975885.2,Saccharomyces cerevisiae YJM320 (GCA_000975885),Sc_YJM320_v1,4932,13476050,5384,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm320_gca_000975885/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm320_gca_000975885/pep,Saccharomyces_cerevisiae_yjm320_gca_000975885.Sc_YJM320_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2000,Saccharomyces_cerevisiae
GCA_000975915.2,Saccharomyces cerevisiae YJM326 (GCA_000975915),Sc_YJM326_v1,4932,12350834,5410,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm326_gca_000975915/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm326_gca_000975915/pep,Saccharomyces_cerevisiae_yjm326_gca_000975915.Sc_YJM326_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2015,Saccharomyces_cerevisiae
GCA_000975945.2,Saccharomyces cerevisiae YJM428 (GCA_000975945),Sc_YJM428_v1,4932,12272595,5400,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm428_gca_000975945/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm428_gca_000975945/pep,Saccharomyces_cerevisiae_yjm428_gca_000975945.Sc_YJM428_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2005,Saccharomyces_cerevisiae
GCA_000975975.3,Saccharomyces cerevisiae YJM450 (GCA_000975975),Sc_YJM450_v1,4932,12388781,5428,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm450_gca_000975975/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm450_gca_000975975/pep,Saccharomyces_cerevisiae_yjm450_gca_000975975.Sc_YJM450_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2026,Saccharomyces_cerevisiae
GCA_000976005.2,Saccharomyces cerevisiae YJM451 (GCA_000976005),Sc_YJM451_v1,4932,12152459,5401,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm451_gca_000976005/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm451_gca_000976005/pep,Saccharomyces_cerevisiae_yjm451_gca_000976005.Sc_YJM451_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2020,Saccharomyces_cerevisiae
GCA_000976035.2,Saccharomyces cerevisiae YJM453 (GCA_000976035),Sc_YJM453_v1,4932,12710581,5387,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm453_gca_000976035/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm453_gca_000976035/pep,Saccharomyces_cerevisiae_yjm453_gca_000976035.Sc_YJM453_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2001,Saccharomyces_cerevisiae
GCA_000976065.2,Saccharomyces cerevisiae YJM456 (GCA_000976065),Sc_YJM456_v1,4932,12274473,5470,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm456_gca_000976065/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm456_gca_000976065/pep,Saccharomyces_cerevisiae_yjm456_gca_000976065.Sc_YJM456_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2050,Saccharomyces_cerevisiae
GCA_000976095.2,Saccharomyces cerevisiae YJM470 (GCA_000976095),Sc_YJM470_v1,4932,12558521,5387,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm470_gca_000976095/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm470_gca_000976095/pep,Saccharomyces_cerevisiae_yjm470_gca_000976095.Sc_YJM470_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2011,Saccharomyces_cerevisiae
GCA_000976125.2,Saccharomyces cerevisiae YJM541 (GCA_000976125),Sc_YJM541_v1,4932,12966586,5395,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm541_gca_000976125/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm541_gca_000976125/pep,Saccharomyces_cerevisiae_yjm541_gca_000976125.Sc_YJM541_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2013,Saccharomyces_cerevisiae
GCA_000976155.4,Saccharomyces cerevisiae YJM554 (GCA_000976155),Sc_YJM554_v1,4932,13019771,5356,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm554_gca_000976155/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm554_gca_000976155/pep,Saccharomyces_cerevisiae_yjm554_gca_000976155.Sc_YJM554_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,1994,Saccharomyces_cerevisiae
GCA_000976185.2,Saccharomyces cerevisiae YJM555 (GCA_000976185),Sc_YJM555_v1,4932,13295509,5451,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm555_gca_000976185/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm555_gca_000976185/pep,Saccharomyces_cerevisiae_yjm555_gca_000976185.Sc_YJM555_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2034,Saccharomyces_cerevisiae
GCA_000976215.2,Saccharomyces cerevisiae YJM627 (GCA_000976215),Sc_YJM627_v1,4932,12581076,5396,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm627_gca_000976215/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm627_gca_000976215/pep,Saccharomyces_cerevisiae_yjm627_gca_000976215.Sc_YJM627_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2031,Saccharomyces_cerevisiae
GCA_000976245.2,Saccharomyces cerevisiae YJM681 (GCA_000976245),Sc_YJM681_v1,4932,12343081,5390,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm681_gca_000976245/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm681_gca_000976245/pep,Saccharomyces_cerevisiae_yjm681_gca_000976245.Sc_YJM681_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2015,Saccharomyces_cerevisiae
GCA_000976275.4,Saccharomyces cerevisiae YJM682 (GCA_000976275),Sc_YJM682_v1,4932,12274601,5439,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm682_gca_000976275/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm682_gca_000976275/pep,Saccharomyces_cerevisiae_yjm682_gca_000976275.Sc_YJM682_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2037,Saccharomyces_cerevisiae
GCA_000976305.2,Saccharomyces cerevisiae YJM683 (GCA_000976305),Sc_YJM683_v1,4932,12427807,5458,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm683_gca_000976305/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm683_gca_000976305/pep,Saccharomyces_cerevisiae_yjm683_gca_000976305.Sc_YJM683_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2032,Saccharomyces_cerevisiae
GCA_000976335.2,Saccharomyces cerevisiae YJM689 (GCA_000976335),Sc_YJM689_v1,4932,12197717,5387,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm689_gca_000976335/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm689_gca_000976335/pep,Saccharomyces_cerevisiae_yjm689_gca_000976335.Sc_YJM689_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,1997,Saccharomyces_cerevisiae
GCA_000976365.2,Saccharomyces cerevisiae YJM693 (GCA_000976365),Sc_YJM693_v1,4932,13120119,5368,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm693_gca_000976365/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm693_gca_000976365/pep,Saccharomyces_cerevisiae_yjm693_gca_000976365.Sc_YJM693_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,1996,Saccharomyces_cerevisiae
GCA_000181435.1,Saccharomyces cerevisiae YJM789 (GCA_000181435),ASM18143v1,4932,11990995,5902,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/saccharomyces_cerevisiae_yjm789_gca_000181435/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/saccharomyces_cerevisiae_yjm789_gca_000181435/pep,Saccharomyces_cerevisiae_yjm789_gca_000181435.ASM18143v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2157,Saccharomyces_cerevisiae
GCA_000976395.2,Saccharomyces cerevisiae YJM969 (GCA_000976395),Sc_YJM969_v1,4932,12358987,5442,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm969_gca_000976395/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm969_gca_000976395/pep,Saccharomyces_cerevisiae_yjm969_gca_000976395.Sc_YJM969_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2022,Saccharomyces_cerevisiae
GCA_000976425.2,Saccharomyces cerevisiae YJM972 (GCA_000976425),Sc_YJM972_v1,4932,12962888,5433,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm972_gca_000976425/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm972_gca_000976425/pep,Saccharomyces_cerevisiae_yjm972_gca_000976425.Sc_YJM972_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2013,Saccharomyces_cerevisiae
GCA_000976455.3,Saccharomyces cerevisiae YJM975 (GCA_000976455),Sc_YJM975_v1,4932,12221792,5427,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm975_gca_000976455/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm975_gca_000976455/pep,Saccharomyces_cerevisiae_yjm975_gca_000976455.Sc_YJM975_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2015,Saccharomyces_cerevisiae
GCA_000976485.2,Saccharomyces cerevisiae YJM978 (GCA_000976485),Sc_YJM978_v1,4932,12489210,5442,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm978_gca_000976485/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm978_gca_000976485/pep,Saccharomyces_cerevisiae_yjm978_gca_000976485.Sc_YJM978_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2020,Saccharomyces_cerevisiae
GCA_000976515.2,Saccharomyces cerevisiae YJM981 (GCA_000976515),Sc_YJM981_v1,4932,12897170,5470,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm981_gca_000976515/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm981_gca_000976515/pep,Saccharomyces_cerevisiae_yjm981_gca_000976515.Sc_YJM981_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2031,Saccharomyces_cerevisiae
GCA_000976545.2,Saccharomyces cerevisiae YJM984 (GCA_000976545),Sc_YJM984_v1,4932,13062589,5419,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm984_gca_000976545/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm984_gca_000976545/pep,Saccharomyces_cerevisiae_yjm984_gca_000976545.Sc_YJM984_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2008,Saccharomyces_cerevisiae
GCA_000976575.4,Saccharomyces cerevisiae YJM987 (GCA_000976575),Sc_YJM987_v1,4932,12973090,5476,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm987_gca_000976575/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm987_gca_000976575/pep,Saccharomyces_cerevisiae_yjm987_gca_000976575.Sc_YJM987_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2027,Saccharomyces_cerevisiae
GCA_000976605.3,Saccharomyces cerevisiae YJM990 (GCA_000976605),Sc_YJM990_v1,4932,12196451,5379,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm990_gca_000976605/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm990_gca_000976605/pep,Saccharomyces_cerevisiae_yjm990_gca_000976605.Sc_YJM990_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,1985,Saccharomyces_cerevisiae
GCA_000662435.2,Saccharomyces cerevisiae YJM993 (GCA_000662435),Sc_YJM993_v1,4932,12498316,5467,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/saccharomyces_cerevisiae_yjm993_gca_000662435/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/saccharomyces_cerevisiae_yjm993_gca_000662435/pep,Saccharomyces_cerevisiae_yjm993_gca_000662435.Sc_YJM993_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2029,Saccharomyces_cerevisiae
GCA_000976665.2,Saccharomyces cerevisiae YJM996 (GCA_000976665),Sc_YJM996_v1,4932,12695825,5473,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm996_gca_000976665/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm996_gca_000976665/pep,Saccharomyces_cerevisiae_yjm996_gca_000976665.Sc_YJM996_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2034,Saccharomyces_cerevisiae
